"_time","WIKI/AAPL","WIKI/CA","WIKI/DATA","WIKI/EMC","WIKI/HPQ","WIKI/IBM","WIKI/MSFT","WIKI/MSTR","WIKI/ORCL","WIKI/QLIK","WIKI/SPLK","WIKI/TDC","WIKI/VRNS"
"2015-08-21T00:00:00.000-0700","106.22","27.385","99.48","25.06","27.47","148.85","43.36","204.66","37.55","37.78","62.28","30.18","21.11"
"2015-08-22T00:00:00.000-0700","106.22","27.385","99.48","25.06","27.47","148.85","43.36","204.66","37.55","37.78","62.28","30.18","21.11"
"2015-08-23T00:00:00.000-0700","106.22","27.385","99.48","25.06","27.47","148.85","43.36","204.66","37.55","37.78","62.28","30.18","21.11"
"2015-08-24T00:00:00.000-0700","103.623","26.57","95.04","23.945","26.75","144.95","41.98","197.0","36.375","35.74","59.81","29.17","20.04"
"2015-08-25T00:00:00.000-0700","105.875","25.9","94.87","22.67","25.69","140.96","41.1348","196.17","35.45","35.97","59.68","27.7","19.64"
"2015-08-26T00:00:00.000-0700","109.625","26.61","96.36","24.18","27.1","146.7","42.73","201.14","36.91","37.28","61.48","29.05","19.66"
"2015-08-27T00:00:00.000-0700","112.844","27.13","97.33","25.02","27.79","148.54","43.9","200.87","36.82","38.63","64.24","29.75","20.0"
"2015-08-28T00:00:00.000-0700","113.28","27.26","97.16","24.96","28.03","147.98","43.945","200.99","37.46","38.22","62.78","29.49","19.93"
"2015-08-29T00:00:00.000-0700","113.28","27.26","97.16","24.96","28.03","147.98","43.945","200.99","37.46","38.22","62.78","29.49","19.93"
"2015-08-30T00:00:00.000-0700","113.28","27.26","97.16","24.96","28.03","147.98","43.945","200.99","37.46","38.22","62.78","29.49","19.93"
"2015-08-31T00:00:00.000-0700","112.76","27.29","94.17","24.87","28.06","147.89","43.52","198.7","37.09","37.86","61.97","29.23","19.8"
"2015-09-01T00:00:00.000-0700","107.96","26.51","91.72","24.01","27.81","142.68","41.82","196.04","36.01","37.13","59.59","28.54","19.58"
"2015-09-02T00:00:00.000-0700","112.34","27.2","95.5","24.13","28.0","145.05","43.36","197.02","36.75","37.97","59.1","28.73","19.97"
"2015-09-03T00:00:00.000-0700","110.37","27.46","95.08","24.17","28.13","146.78","43.5","198.37","36.9","38.56","59.92","28.46","19.96"
"2015-09-04T00:00:00.000-0700","109.27","27.07","94.68","23.67","26.99","143.7","42.61","195.12","36.27","38.23","58.27","28.42","19.69"
"2015-09-05T00:00:00.000-0700","109.27","27.07","94.68","23.67","26.99","143.7","42.61","195.12","36.27","38.23","58.27","28.42","19.69"
"2015-09-06T00:00:00.000-0700","109.27","27.07","94.68","23.67","26.99","143.7","42.61","195.12","36.27","38.23","58.27","28.42","19.69"
"2015-09-07T00:00:00.000-0700","109.27","27.07","94.68","23.67","26.99","143.7","42.61","195.12","36.27","38.23","58.27","28.42","19.69"
"2015-09-08T00:00:00.000-0700","112.21","28.08","95.66","24.24","27.59","147.23","43.89","201.25","37.68","39.59","60.95","29.44","20.06"
"2015-09-09T00:00:00.000-0700","110.15","27.39","93.42","23.91","27.26","145.05","43.07","198.34","37.09","39.0","59.18","29.32","19.71"
"2015-09-10T00:00:00.000-0700","112.57","27.52","93.65","23.91","27.33","146.2","43.29","198.41","37.61","39.2","60.06","29.41","17.67"
"2015-09-11T00:00:00.000-0700","114.21","27.72","93.8","24.6","27.15","147.37","43.48","201.14","37.92","39.29","59.65","29.59","17.98"
"2015-09-12T00:00:00.000-0700","114.21","27.72","93.8","24.6","27.15","147.37","43.48","201.14","37.92","39.29","59.65","29.59","17.98"
"2015-09-13T00:00:00.000-0700","114.21","27.72","93.8","24.6","27.15","147.37","43.48","201.14","37.92","39.29","59.65","29.59","17.98"
"2015-09-14T00:00:00.000-0700","115.3","27.74","94.39","24.35","27.04","145.65","43.05","200.95","37.56","38.96","59.35","29.39","17.51"
"2015-09-15T00:00:00.000-0700","116.28","28.11","93.01","24.54","27.11","147.53","43.98","207.95","37.99","39.58","59.43","29.8","17.6"
"2015-09-16T00:00:00.000-0700","116.35","28.22","91.52","24.86","28.47","148.41","44.3","209.87","38.27","39.89","59.21","30.04","17.88"
"2015-09-17T00:00:00.000-0700","113.92","27.95","84.81","24.7","27.57","148.14","44.25","209.9","36.74","40.03","58.65","29.56","18.62"
"2015-09-18T00:00:00.000-0700","113.45","27.57","84.68","24.09","26.54","144.51","43.48","206.68","36.38","38.73","58.54","29.11","18.69"
"2015-09-19T00:00:00.000-0700","113.45","27.57","84.68","24.09","26.54","144.51","43.48","206.68","36.38","38.73","58.54","29.11","18.69"
"2015-09-20T00:00:00.000-0700","113.45","27.57","84.68","24.09","26.54","144.51","43.48","206.68","36.38","38.73","58.54","29.11","18.69"
"2015-09-21T00:00:00.000-0700","115.21","27.75","86.48","24.15","26.44","146.48","44.11","208.5","36.83","39.92","59.51","28.81","18.5"
"2015-09-22T00:00:00.000-0700","113.432","27.34","83.5","23.76","25.65","144.43","43.91","207.07","36.19","39.5","57.63","28.23","17.98"
"2015-09-23T00:00:00.000-0700","114.32","27.33","84.56","23.82","25.49","143.66","43.87","208.28","35.99","40.13","58.61","28.35","17.76"
"2015-09-24T00:00:00.000-0700","115.0","27.51","85.59","23.76","25.26","144.41","43.94","205.19","36.06","39.5","57.86","28.43","17.78"
"2015-09-25T00:00:00.000-0700","114.72","27.36","82.99","23.78","25.01","145.42","43.92","205.19","36.05","39.08","57.21","28.84","17.1"
"2015-09-26T00:00:00.000-0700","114.72","27.36","82.99","23.78","25.01","145.42","43.92","205.19","36.05","39.08","57.21","28.84","17.1"
"2015-09-27T00:00:00.000-0700","114.72","27.36","82.99","23.78","25.01","145.42","43.92","205.19","36.05","39.08","57.21","28.84","17.1"
"2015-09-28T00:00:00.000-0700","112.44","26.73","79.25","23.51","24.57","142.52","43.29","195.28","35.44","36.74","54.02","28.2","16.39"
"2015-09-29T00:00:00.000-0700","109.06","26.83","77.58","23.13","24.65","142.47","43.44","194.72","35.51","35.29","54.44","29.2","15.22"
"2015-09-30T00:00:00.000-0700","109.95","27.3","79.78","24.16","25.61","144.97","44.2","196.47","36.12","36.45","55.35","28.96","15.58"
"2015-10-01T00:00:00.000-0700","109.57","27.38","82.2","24.21","25.35","143.59","44.62","199.3","36.24","36.62","55.92","28.12","15.06"
"2015-10-02T00:00:00.000-0700","110.38","27.68","84.31","24.69","26.07","144.58","45.57","198.84","36.89","37.8","56.36","29.02","15.6"
"2015-10-03T00:00:00.000-0700","110.38","27.68","84.31","24.69","26.07","144.58","45.57","198.84","36.89","37.8","56.36","29.02","15.6"
"2015-10-04T00:00:00.000-0700","110.38","27.68","84.31","24.69","26.07","144.58","45.57","198.84","36.89","37.8","56.36","29.02","15.6"
"2015-10-05T00:00:00.000-0700","110.78","28.34","83.19","25.31","27.18","149.04","46.61","200.99","37.59","38.63","55.3","29.2","15.97"
"2015-10-06T00:00:00.000-0700","111.31","28.45","80.93","25.81","28.0","148.78","46.75","197.58","37.73","37.86","55.29","29.49","15.76"
"2015-10-07T00:00:00.000-0700","110.67","28.635","83.09","25.96","28.01","150.09","46.78","199.58","37.66","37.69","57.44","29.93","16.49"
"2015-10-08T00:00:00.000-0700","109.5","28.78","79.56","27.18","29.18","152.28","47.45","199.53","37.89","36.86","56.37","29.76","16.5"
"2015-10-09T00:00:00.000-0700","112.09","29.0","83.0","27.86","29.3","152.39","47.11","205.25","38.1","38.22","58.21","29.47","16.15"
"2015-10-10T00:00:00.000-0700","112.09","29.0","83.0","27.86","29.3","152.39","47.11","205.25","38.1","38.22","58.21","29.47","16.15"
"2015-10-11T00:00:00.000-0700","112.09","29.0","83.0","27.86","29.3","152.39","47.11","205.25","38.1","38.22","58.21","29.47","16.15"
"2015-10-12T00:00:00.000-0700","111.6","28.92","84.46","28.35","29.3","151.14","47.0","206.11","38.04","38.71","57.25","28.58","15.98"
"2015-10-13T00:00:00.000-0700","111.79","28.69","84.24","27.55","29.23","149.62","46.89","199.38","37.82","35.84","55.95","28.37","15.6"
"2015-10-14T00:00:00.000-0700","110.21","28.64","81.77","27.11","29.42","150.01","46.68","196.75","37.26","35.77","54.96","28.42","15.36"
"2015-10-15T00:00:00.000-0700","111.8","28.9","82.95","27.79","28.77","150.09","47.01","199.79","37.55","36.72","56.21","28.62","16.42"
"2015-10-16T00:00:00.000-0700","111.04","28.92","85.05","27.77","28.86","150.39","47.51","203.11","37.37","36.77","57.68","28.58","16.74"
"2015-10-17T00:00:00.000-0700","111.04","28.92","85.05","27.77","28.86","150.39","47.51","203.11","37.37","36.77","57.68","28.58","16.74"
"2015-10-18T00:00:00.000-0700","111.04","28.92","85.05","27.77","28.86","150.39","47.51","203.11","37.37","36.77","57.68","28.58","16.74"
"2015-10-19T00:00:00.000-0700","111.73","28.48","85.52","27.72","28.98","149.22","47.62","203.73","36.87","36.81","58.79","28.86","16.59"
"2015-10-20T00:00:00.000-0700","113.78","28.37","86.81","27.49","28.56","140.64","47.77","197.11","36.86","35.09","57.76","28.96","16.51"
"2015-10-21T00:00:00.000-0700","113.76","27.67","82.25","25.77","28.23","140.92","47.2","190.36","36.62","33.62","54.96","28.0","15.85"
"2015-10-22T00:00:00.000-0700","115.47","28.01","83.82","25.78","28.77","144.09","48.03","194.92","37.79","34.67","57.06","28.15","15.58"
"2015-10-23T00:00:00.000-0700","119.08","27.75","83.7","26.1","29.03","144.68","53.03","188.18","38.07","30.8","56.25","28.28","16.02"
"2015-10-24T00:00:00.000-0700","119.08","27.75","83.7","26.1","29.03","144.68","53.03","188.18","38.07","30.8","56.25","28.28","16.02"
"2015-10-25T00:00:00.000-0700","119.08","27.75","83.7","26.1","29.03","144.68","53.03","188.18","38.07","30.8","56.25","28.28","16.02"
"2015-10-26T00:00:00.000-0700","115.21","27.87","82.53","26.17","28.07","143.66","54.25","196.26","38.37","30.12","55.04","28.14","15.59"
"2015-10-27T00:00:00.000-0700","114.55","27.38","80.96","26.04","27.45","137.86","53.69","168.24","38.34","30.21","54.64","27.79","15.47"
"2015-10-28T00:00:00.000-0700","119.28","27.75","83.94","26.15","27.98","140.83","53.96","178.85","38.88","31.99","57.24","28.69","15.93"
"2015-10-29T00:00:00.000-0700","120.53","27.69","81.72","26.16","27.37","140.55","53.36","174.38","38.86","31.73","55.98","28.08","15.39"
"2015-10-30T00:00:00.000-0700","119.5","27.7","83.96","26.22","26.96","140.08","52.643","172.07","38.84","31.37","56.16","28.11","15.97"
"2015-10-31T00:00:00.000-0700","119.5","27.7","83.96","26.22","26.96","140.08","52.643","172.07","38.84","31.37","56.16","28.11","15.97"
"2015-11-01T00:00:00.000-0700","119.5","27.7","83.96","26.22","26.96","140.08","52.643","172.07","38.84","31.37","56.16","28.11","15.97"
"2015-11-02T00:00:00.000-0800","121.18","27.57","86.19","26.35","13.83","140.37","53.24","176.16","39.75","31.64","56.81","29.1","16.52"
"2015-11-03T00:00:00.000-0800","122.57","27.86","85.93","26.25","14.29","141.88","54.15","177.12","40.2","30.95","57.14","29.42","17.25"
"2015-11-04T00:00:00.000-0800","122.0","27.61","87.81","26.2","14.14","141.63","54.4","180.23","40.48","31.14","57.47","29.79","17.08"
"2015-11-05T00:00:00.000-0800","120.92","27.44","84.39","26.04","14.05","139.89","54.38","176.92","40.35","30.48","55.35","25.58","15.5"
"2015-11-06T00:00:00.000-0800","121.06","27.4","102.44","25.95","14.01","138.25","54.92","177.65","40.62","32.94","60.17","28.83","16.93"
"2015-11-07T00:00:00.000-0800","121.06","27.4","102.44","25.95","14.01","138.25","54.92","177.65","40.62","32.94","60.17","28.83","16.93"
"2015-11-08T00:00:00.000-0800","121.06","27.4","102.44","25.95","14.01","138.25","54.92","177.65","40.62","32.94","60.17","28.83","16.93"
"2015-11-09T00:00:00.000-0800","120.57","27.07","100.05","25.83","13.87","135.31","54.16","174.86","40.1","32.02","59.07","27.67","16.74"
"2015-11-10T00:00:00.000-0800","116.73","27.06","96.29","25.25","14.12","135.47","53.51","174.45","39.92","31.8","57.67","27.66","16.5"
"2015-11-11T00:00:00.000-0800","116.12","27.195","96.75","25.46","13.92","135.02","53.65","174.85","39.04","32.02","57.17","27.0","16.6"
"2015-11-12T00:00:00.000-0800","115.72","26.79","95.1","25.02","13.31","133.04","53.32","172.72","38.63","31.53","58.78","26.58","16.2"
"2015-11-13T00:00:00.000-0800","112.34","26.53","93.58","25.03","13.11","131.75","52.84","168.87","37.3","31.52","59.0","26.12","15.7"
"2015-11-14T00:00:00.000-0800","112.34","26.53","93.58","25.03","13.11","131.75","52.84","168.87","37.3","31.52","59.0","26.12","15.7"
"2015-11-15T00:00:00.000-0800","112.34","26.53","93.58","25.03","13.11","131.75","52.84","168.87","37.3","31.52","59.0","26.12","15.7"
"2015-11-16T00:00:00.000-0800","114.175","26.87","92.52","25.27","13.35","133.71","53.765","171.58","38.12","31.17","60.03","26.37","16.46"
"2015-11-17T00:00:00.000-0800","113.69","26.9","93.74","25.17","13.28","133.82","52.97","171.93","38.13","31.3","61.22","26.53","16.21"
"2015-11-18T00:00:00.000-0800","117.29","28.04","95.09","25.15","13.64","135.82","53.85","174.82","38.7","32.04","61.92","28.19","16.43"
"2015-11-19T00:00:00.000-0800","118.78","28.34","93.87","25.04","13.79","136.74","53.94","173.0","39.02","32.59","62.76","28.42","16.64"
"2015-11-20T00:00:00.000-0800","119.3","28.28","93.59","25.33","14.06","138.5","54.19","173.21","39.34","32.52","60.54","28.45","16.83"
"2015-11-21T00:00:00.000-0800","119.3","28.28","93.59","25.33","14.06","138.5","54.19","173.21","39.34","32.52","60.54","28.45","16.83"
"2015-11-22T00:00:00.000-0800","119.3","28.28","93.59","25.33","14.06","138.5","54.19","173.21","39.34","32.52","60.54","28.45","16.83"
"2015-11-23T00:00:00.000-0800","117.76","28.18","94.73","25.27","14.23","138.46","54.19","173.68","39.14","31.94","58.49","29.65","16.83"
"2015-11-24T00:00:00.000-0800","118.88","28.2","95.02","25.47","14.64","138.6","54.25","173.3","39.46","32.57","59.5","29.88","17.7"
"2015-11-25T00:00:00.000-0800","118.03","28.08","96.96","25.42","12.64","138.0","53.69","175.4","39.26","32.705","59.14","29.89","17.73"
"2015-11-26T00:00:00.000-0800","118.03","28.08","96.96","25.42","12.64","138.0","53.69","175.4","39.26","32.705","59.14","29.89","17.73"
"2015-11-27T00:00:00.000-0800","117.81","28.2","97.67","25.4","12.61","138.46","53.93","175.56","39.18","32.8","59.84","29.8","17.4"
"2015-11-28T00:00:00.000-0800","117.81","28.2","97.67","25.4","12.61","138.46","53.93","175.56","39.18","32.8","59.84","29.8","17.4"
"2015-11-29T00:00:00.000-0800","117.81","28.2","97.67","25.4","12.61","138.46","53.93","175.56","39.18","32.8","59.84","29.8","17.4"
"2015-11-30T00:00:00.000-0800","118.35","28.11","97.03","25.34","12.54","139.42","54.35","173.37","38.97","31.81","59.5","29.91","17.85"
"2015-12-01T00:00:00.000-0800","117.34","28.19","97.61","25.54","12.74","141.28","55.22","177.19","39.23","32.53","60.67","30.63","17.8"
"2015-12-02T00:00:00.000-0800","116.28","28.04","94.99","25.82","11.95","139.7","55.21","176.19","38.7","32.36","59.93","30.03","17.42"
"2015-12-03T00:00:00.000-0800","115.17","28.28","92.45","25.57","12.15","138.92","54.21","173.58","37.81","31.38","58.27","29.44","16.86"
"2015-12-04T00:00:00.000-0800","119.03","29.0","94.1","25.92","12.32","140.43","55.91","176.84","39.16","32.06","58.7","29.69","16.8"
"2015-12-05T00:00:00.000-0800","119.03","29.0","94.1","25.92","12.32","140.43","55.91","176.84","39.16","32.06","58.7","29.69","16.8"
"2015-12-06T00:00:00.000-0800","119.03","29.0","94.1","25.92","12.32","140.43","55.91","176.84","39.16","32.06","58.7","29.69","16.8"
"2015-12-07T00:00:00.000-0800","118.28","28.44","92.57","26.14","12.15","139.55","55.81","173.73","38.82","31.05","57.8","28.77","16.41"
"2015-12-08T00:00:00.000-0800","118.23","27.94","93.63","26.0","12.19","138.05","55.79","175.49","38.73","31.19","57.97","28.14","16.7"
"2015-12-09T00:00:00.000-0800","115.62","27.57","91.25","26.0","12.11","136.61","54.98","172.53","38.58","31.08","56.74","28.15","16.5"
"2015-12-10T00:00:00.000-0800","116.17","27.69","92.43","26.05","12.36","136.78","55.27","172.75","38.19","31.15","56.82","28.64","16.99"
"2015-12-11T00:00:00.000-0800","113.18","27.15","88.23","25.91","12.21","134.57","54.06","174.14","37.21","30.38","53.22","27.07","16.44"
"2015-12-12T00:00:00.000-0800","113.18","27.15","88.23","25.91","12.21","134.57","54.06","174.14","37.21","30.38","53.22","27.07","16.44"
"2015-12-13T00:00:00.000-0800","113.18","27.15","88.23","25.91","12.21","134.57","54.06","174.14","37.21","30.38","53.22","27.07","16.44"
"2015-12-14T00:00:00.000-0800","112.48","27.74","88.24","25.75","12.16","135.93","55.14","175.25","37.65","30.37","52.4","26.88","16.26"
"2015-12-15T00:00:00.000-0800","110.49","28.13","89.45","25.9","12.21","137.79","55.2","178.93","38.21","30.52","53.83","26.93","16.6"
"2015-12-16T00:00:00.000-0800","111.338","28.6","92.2","26.0","12.26","139.29","56.13","177.12","38.91","31.01","55.42","27.56","17.2"
"2015-12-17T00:00:00.000-0800","108.98","28.5","90.21","25.57","11.9","136.75","55.7","173.51","36.93","30.64","54.3","26.82","17.15"
"2015-12-18T00:00:00.000-0800","105.9","28.22","88.67","25.35","11.51","134.9","54.13","175.74","36.35","29.84","53.64","26.19","17.36"
"2015-12-19T00:00:00.000-0800","105.9","28.22","88.67","25.35","11.51","134.9","54.13","175.74","36.35","29.84","53.64","26.19","17.36"
"2015-12-20T00:00:00.000-0800","105.9","28.22","88.67","25.35","11.51","134.9","54.13","175.74","36.35","29.84","53.64","26.19","17.36"
"2015-12-21T00:00:00.000-0800","107.33","28.095","89.06","25.53","11.43","135.5","54.8","177.37","36.42","30.31","54.46","26.31","17.49"
"2015-12-22T00:00:00.000-0800","107.23","28.66","93.2","25.77","11.66","137.93","55.35","177.14","36.59","30.79","54.37","26.94","17.95"
"2015-12-23T00:00:00.000-0800","108.62","29.18","95.17","26.04","11.75","138.54","55.82","177.45","36.93","31.18","56.51","27.2","18.59"
"2015-12-24T00:00:00.000-0800","108.03","28.97","95.48","26.01","11.73","138.25","55.67","177.61","37.01","31.13","56.78","27.22","19.01"
"2015-12-25T00:00:00.000-0800","108.03","28.97","95.48","26.01","11.73","138.25","55.67","177.61","37.01","31.13","56.78","27.22","19.01"
"2015-12-26T00:00:00.000-0800","108.03","28.97","95.48","26.01","11.73","138.25","55.67","177.61","37.01","31.13","56.78","27.22","19.01"
"2015-12-27T00:00:00.000-0800","108.03","28.97","95.48","26.01","11.73","138.25","55.67","177.61","37.01","31.13","56.78","27.22","19.01"
"2015-12-28T00:00:00.000-0800","106.82","28.94","95.06","25.91","11.63","137.61","55.95","176.41","36.79","31.4","57.66","26.81","19.08"
"2015-12-29T00:00:00.000-0800","108.74","29.35","95.09","25.98","11.86","139.78","56.55","180.64","37.04","32.01","58.4","27.07","19.24"
"2015-12-30T00:00:00.000-0800","107.32","29.11","94.75","25.72","11.84","139.34","56.31","178.92","36.92","32.015","58.79","26.82","19.16"
"2015-12-31T00:00:00.000-0800","105.26","28.56","94.22","25.68","11.84","137.62","55.48","179.29","36.53","31.66","58.81","26.42","18.8"
"2016-01-01T00:00:00.000-0800","105.26","28.56","94.22","25.68","11.84","137.62","55.48","179.29","36.53","31.66","58.81","26.42","18.8"
"2016-01-02T00:00:00.000-0800","105.26","28.56","94.22","25.68","11.84","137.62","55.48","179.29","36.53","31.66","58.81","26.42","18.8"
"2016-01-03T00:00:00.000-0800","105.26","28.56","94.22","25.68","11.84","137.62","55.48","179.29","36.53","31.66","58.81","26.42","18.8"
"2016-01-04T00:00:00.000-0800","105.235","28.125","93.79","25.59","11.6","135.95","54.545","171.06","35.75","30.61","57.53","26.25","18.19"
"2016-01-05T00:00:00.000-0800","102.714","27.88","94.3","25.51","11.71","135.85","55.05","171.77","35.64","30.31","57.2","25.52","18.11"
"2016-01-06T00:00:00.000-0800","100.7","27.27","93.5","25.25","11.29","135.17","54.05","169.27","35.82","28.5","55.19","24.48","18.21"
"2016-01-07T00:00:00.000-0800","96.45","26.38","88.57","24.85","10.77","132.86","52.17","161.03","35.04","28.47","52.98","23.66","17.02"
"2016-01-08T00:00:00.000-0800","96.96","26.35","86.43","24.47","10.58","131.63","52.33","148.15","34.65","28.55","52.01","23.47","16.3"
"2016-01-09T00:00:00.000-0800","96.96","26.35","86.43","24.47","10.58","131.63","52.33","148.15","34.65","28.55","52.01","23.47","16.3"
"2016-01-10T00:00:00.000-0800","96.96","26.35","86.43","24.47","10.58","131.63","52.33","148.15","34.65","28.55","52.01","23.47","16.3"
"2016-01-11T00:00:00.000-0800","98.53","26.2","87.13","24.42","10.65","133.23","52.3","152.45","34.94","28.64","51.35","22.89","16.61"
"2016-01-12T00:00:00.000-0800","99.96","26.77","88.49","24.66","10.82","132.9","52.77","156.19","35.37","28.66","52.3","23.05","17.12"
"2016-01-13T00:00:00.000-0800","97.371","26.35","82.15","24.19","10.58","131.17","51.64","150.34","34.08","28.0","50.27","22.69","18.0"
"2016-01-14T00:00:00.000-0800","99.52","27.06","82.73","24.67","10.62","132.91","53.11","152.53","34.79","28.33","50.76","23.15","19.74"
"2016-01-15T00:00:00.000-0800","97.02","26.5103","81.06","25.01","10.11","130.03","50.91","149.93","34.12","27.24","50.37","22.96","18.65"
"2016-01-16T00:00:00.000-0800","97.02","26.5103","81.06","25.01","10.11","130.03","50.91","149.93","34.12","27.24","50.37","22.96","18.65"
"2016-01-17T00:00:00.000-0800","97.02","26.5103","81.06","25.01","10.11","130.03","50.91","149.93","34.12","27.24","50.37","22.96","18.65"
"2016-01-18T00:00:00.000-0800","97.02","26.5103","81.06","25.01","10.11","130.03","50.91","149.93","34.12","27.24","50.37","22.96","18.65"
"2016-01-19T00:00:00.000-0800","96.66","26.1","80.89","24.35","9.76","128.11","50.56","146.34","34.55","25.98","48.45","22.69","17.61"
"2016-01-20T00:00:00.000-0800","96.826","25.83","79.41","24.11","9.55","121.86","50.79","149.69","33.94","25.88","47.75","23.28","17.83"
"2016-01-21T00:00:00.000-0800","96.3","26.17","80.74","23.98","9.94","122.91","50.48","150.22","34.12","25.83","48.49","23.4","17.37"
"2016-01-22T00:00:00.000-0800","101.42","26.73","81.34","24.45","9.8","122.5","52.28","149.91","34.8","26.58","50.23","23.37","18.37"
"2016-01-23T00:00:00.000-0800","101.42","26.73","81.34","24.45","9.8","122.5","52.28","149.91","34.8","26.58","50.23","23.37","18.37"
"2016-01-24T00:00:00.000-0800","101.42","26.73","81.34","24.45","9.8","122.5","52.28","149.91","34.8","26.58","50.23","23.37","18.37"
"2016-01-25T00:00:00.000-0800","99.41","26.25","77.75","23.98","9.49","122.08","51.79","145.88","34.34","25.09","48.66","22.76","17.74"
"2016-01-26T00:00:00.000-0800","99.99","26.85","77.99","24.3","9.64","122.59","52.17","147.15","35.23","25.34","48.62","22.94","17.79"
"2016-01-27T00:00:00.000-0800","93.441","27.73","73.57","23.9","9.62","120.96","51.22","142.39","34.91","24.05","47.07","22.96","17.02"
"2016-01-28T00:00:00.000-0800","94.09","28.195","77.85","24.22","9.48","122.22","52.055","167.26","35.33","24.14","44.34","23.15","16.97"
"2016-01-29T00:00:00.000-0800","97.085","28.73","80.24","24.77","9.71","124.79","55.09","172.51","36.31","25.04","46.29","24.34","18.82"
"2016-01-30T00:00:00.000-0800","97.085","28.73","80.24","24.77","9.71","124.79","55.09","172.51","36.31","25.04","46.29","24.34","18.82"
"2016-01-31T00:00:00.000-0800","97.085","28.73","80.24","24.77","9.71","124.79","55.09","172.51","36.31","25.04","46.29","24.34","18.82"
"2016-02-01T00:00:00.000-0800","96.43","28.46","80.9","24.52","9.97","124.83","54.71","173.34","36.32","25.37","47.9","24.33","18.71"
"2016-02-02T00:00:00.000-0800","94.48","27.63","78.83","24.3","9.88","122.94","53.0","171.89","35.35","24.94","45.81","23.27","17.53"
"2016-02-03T00:00:00.000-0800","96.35","27.87","79.61","24.47","9.65","124.72","52.16","171.48","35.69","25.05","47.0","23.69","17.56"
"2016-02-04T00:00:00.000-0800","96.6","28.15","81.75","24.75","9.86","127.65","52.0","167.84","36.45","24.93","47.09","25.58","17.0"
"2016-02-05T00:00:00.000-0800","94.02","28.32","41.33","24.55","9.91","128.57","50.16","156.46","35.7","21.21","36.23","23.54","14.64"
"2016-02-06T00:00:00.000-0800","94.02","28.32","41.33","24.55","9.91","128.57","50.16","156.46","35.7","21.21","36.23","23.54","14.64"
"2016-02-07T00:00:00.000-0800","94.02","28.32","41.33","24.55","9.91","128.57","50.16","156.46","35.7","21.21","36.23","23.54","14.64"
"2016-02-08T00:00:00.000-0800","95.01","27.45","37.22","24.2","9.37","126.98","49.41","155.0","35.61","19.65","31.92","23.12","14.74"
"2016-02-09T00:00:00.000-0800","94.99","27.57","39.23","24.17","9.19","124.07","49.28","151.96","35.08","19.16","31.92","22.6","13.62"
"2016-02-10T00:00:00.000-0800","94.27","27.71","39.86","24.55","9.28","120.19","49.71","150.15","35.2","18.88","31.64","23.24","13.88"
"2016-02-11T00:00:00.000-0800","93.7","27.15","39.98","24.16","9.02","117.85","49.69","149.57","34.84","19.42","30.86","22.62","13.82"
"2016-02-12T00:00:00.000-0800","93.99","27.7","40.25","24.13","9.42","121.04","50.483","151.9","35.54","17.61","31.32","23.07","16.16"
